compound,Tc,source
GaAgTe2,[1.36],['10.1016/j.physb.2022.414305']
GaAuSe2,"[2.06, 3.07, 3.62]","['10.1016/j.physb.2022.414305', '10.1016/j.physb.2022.414305', '10.1016/j.physb.2022.414305']"
WSe,[1.56],['10.1016/j.physe.2022.115548']
LiCd,"[1.62, 1.8]","['10.1016/j.jpcs.2021.110380', '10.1016/j.jpcs.2021.110380']"
TaN4,[0.2],['10.1016/j.physe.2017.05.015']
OsN4,[0.3],['10.1016/j.physe.2017.05.015']
Ca2CdP2,[1.4],['10.1016/j.mssp.2021.106443']
Sr2CdP2,"[0.76, 1.09]","['10.1016/j.mssp.2021.106443', '10.1016/j.mssp.2021.106443']"
Ba2CdP2,"[0.74, 0.76, 0.86, 0.89, 1.09]","['10.1016/j.mssp.2021.106443', '10.1016/j.mssp.2021.106443', '10.1016/j.mssp.2021.106443', '10.1016/j.mssp.2021.106443', '10.1016/j.mssp.2021.106443']"
NdCuTeO,[2.26],['10.1016/j.jssc.2006.09.014']
Y2ZnS4,[1.83],['10.1016/j.mssp.2020.105435']
Sc2BeS4,[1.6],['10.1016/j.mssp.2020.105435']
Ti1Fe0.5P1O5,[2.01],['10.1016/j.jpcs.2020.109633']
Mg0.5Ti1P1O5,[3.37],['10.1016/j.jpcs.2020.109633']
V2HgO4,"[1.44, 1.81]","['10.1016/j.jpcs.2017.08.007', '10.1016/j.jpcs.2017.08.007']"
CrFeCoSi,[0.28],['10.1016/j.jmmm.2014.11.012']
Rb2SeI6,"[1.51, 1.51]","['10.1016/j.solener.2021.11.062', '10.1016/j.solener.2021.11.062']"
K2SeI6,"[1.45, 1.45]","['10.1016/j.solener.2021.11.062', '10.1016/j.solener.2021.11.062']"
Rb2CuBiCl6,"[1.11, 1.43]","['10.1016/j.jpcs.2022.110791', '10.1016/j.jpcs.2022.110791']"
Cs2AgSbCl6,"[1.47, 1.87, 1.87, 1.87, 2.35]","['10.1016/j.jpcs.2022.110791', '10.1016/j.mssp.2022.107077', '10.1016/j.mssp.2022.107077', '10.1016/j.mssp.2022.107077', '10.1016/j.mssp.2022.107077']"
Cs2InBiCl6,"[1.02, 1.02]","['10.1016/j.jpcs.2022.110791', '10.1016/j.physleta.2021.127917']"
Cs2InSbCl6,"[0.91, 0.91]","['10.1016/j.jpcs.2022.110791', '10.1016/j.physleta.2021.127917']"
BiSBr,[0.8],['10.1016/j.elspec.2007.08.003']
BiSeBr,[0.87],['10.1016/j.elspec.2007.08.003']
Zn13(PtO8)2,[0.772],['10.1016/j.mseb.2022.116019']
Zn14Pt2O15,[0.204],['10.1016/j.mseb.2022.116019']
LaMg,[1.79],['10.1016/j.commatsci.2007.03.003']
LaMg2,[1.79],['10.1016/j.commatsci.2007.03.003']
LaMg12,"[1.0, 1.03, 1.06, 1.35]","['10.1016/j.commatsci.2007.03.003', '10.1016/j.commatsci.2007.03.003', '10.1016/j.commatsci.2007.03.003', '10.1016/j.commatsci.2007.03.003']"
La2Mg17,"[1.0, 1.03, 1.06]","['10.1016/j.commatsci.2007.03.003', '10.1016/j.commatsci.2007.03.003', '10.1016/j.commatsci.2007.03.003']"
HfTiO2,"[4.03, 4.03]","['10.1016/j.jallcom.2022.164817', '10.1016/j.jallcom.2022.164817']"
Zn15FeO16,[2.524],['10.1016/j.physe.2021.115059']
Zn13(FeO8)2,[2.506],['10.1016/j.physe.2021.115059']
Zn14Fe2O15,[2.553],['10.1016/j.physe.2021.115059']
K2ZnTe2,"[2.3, 3.0, 3.0]","['10.1016/j.jssc.2009.02.020', '10.1016/j.jssc.2009.02.020', '10.1016/j.jssc.2009.02.020']"
Cs2Cd3Te4,[2.48],['10.1016/j.jssc.2009.02.020']
Rb2Cd3Te4,[2.3],['10.1016/j.jssc.2009.02.020']
CrSbIr,[0.27],['10.1016/j.jpcs.2016.01.021']
Si19H5,"[1.16, 1.74]","['10.1016/j.physe.2018.07.022', '10.1016/j.physe.2018.07.022']"
Si7H3,"[1.16, 1.74]","['10.1016/j.physe.2018.07.022', '10.1016/j.physe.2018.07.022']"
Si11H5,"[0.27, 0.91]","['10.1016/j.physe.2018.07.022', '10.1016/j.physe.2018.07.022']"
Si23H9,"[0.27, 0.91]","['10.1016/j.physe.2018.07.022', '10.1016/j.physe.2018.07.022']"
Ba3GaAs3,"[0.78, 1.35]","['10.1016/j.solidstatesciences.2021.106563', '10.1016/j.solidstatesciences.2021.106563']"
HfSnO3,[3.9],['10.1016/j.comptc.2022.114003']
Y2MgS4,[2.687],['10.1016/j.cap.2020.07.003']
Y2MgSe4,[2.02],['10.1016/j.cap.2020.07.003']
NaSr2IO6,[5.48],['10.1016/j.micrna.2022.207397']
Sr2LuNbO6,[3.7],['10.1016/j.micrna.2022.207397']
Ca3SbP,"[1.52, 1.52]","['10.1016/j.cplett.2022.140127', '10.1016/j.cplett.2022.140127']"
Ba3SbP,"[0.98, 0.98]","['10.1016/j.cplett.2022.140127', '10.1016/j.cplett.2022.140127']"
CS4IO,[2.36],['10.1016/j.seppur.2022.122385']
In0.16Ga0.84N1,[2.88],['10.1016/j.physe.2009.04.016']
CuSiAs2,"[0.53, 0.62, 0.62, 0.8, 0.8]","['10.1016/j.ijleo.2020.165212', '10.1016/j.ijleo.2020.165212', '10.1016/j.ijleo.2020.165212', '10.1016/j.ijleo.2020.165212', '10.1016/j.ijleo.2020.165212']"
CuGeP2,"[0.53, 0.53, 0.62, 0.62]","['10.1016/j.ijleo.2020.165212', '10.1016/j.ijleo.2020.165212', '10.1016/j.ijleo.2020.165212', '10.1016/j.ijleo.2020.165212']"
CuGeAs2,"[0.35, 0.35, 0.53]","['10.1016/j.ijleo.2020.165212', '10.1016/j.ijleo.2020.165212', '10.1016/j.ijleo.2020.165212']"
CuSiP2,[0.8],['10.1016/j.ijleo.2020.165212']
MoO2,[1.02],['10.1016/j.cej.2022.140791']
In5CuSe8,[1.15],['10.1016/j.jpcs.2005.10.112']
Ba6FeCu2(SnS4)4,"[1.2, 1.2]","['10.1016/j.jssc.2019.01.024', '10.1016/j.jssc.2019.01.024', '10.1016/j.jssc.2019.01.024']"
Ba6Cu2Ni(SnS4)4,[1.2],['10.1016/j.jssc.2019.01.024']
Sr6FeCu2(SnS4)4,"[0.82, 1.53, 1.87]","['10.1016/j.jssc.2019.01.024', '10.1016/j.jssc.2019.01.024', '10.1016/j.jssc.2019.01.024', '10.1016/j.jssc.2019.01.024']"
Sr6FeAg2(SnS4)4,"[1.53, 1.53, 1.87]","['10.1016/j.jssc.2019.01.024', '10.1016/j.jssc.2019.01.024', '10.1016/j.jssc.2019.01.024', '10.1016/j.jssc.2019.01.024']"
Ti15Al2V,"[1.185, 1.192, 10.373]","['10.1016/j.physb.2020.412241', '10.1016/j.physb.2020.412241', '10.1016/j.physb.2020.412241']"
Ti35Al5V2,"[9.148, 10.373]","['10.1016/j.physb.2020.412241', '10.1016/j.physb.2020.412241']"
CrAg3Se4,[1.1],['10.1016/j.jmmm.2020.167482']
Sn0.5Te0.5,"[0.48, 0.64, 0.96]","['10.1016/j.apsusc.2022.156027', '10.1016/j.apsusc.2022.156027', '10.1016/j.apsusc.2022.156027']"
Sn0.5Se0.5,"[0.23, 0.69]","['10.1016/j.apsusc.2022.156027', '10.1016/j.apsusc.2022.156027']"
ZrC,[5.4],['10.1016/j.jallcom.2014.08.250']
ZrN,[7.48],['10.1016/j.jallcom.2014.08.250']
EuS,[1.64],['10.1016/j.solidstatesciences.2012.12.008']
Pb1Br1.2,"[2.77, 2.77]","['10.1016/j.elspec.2017.05.006', '10.1016/j.elspec.2017.05.006']"
PbBr2,[3.99],['10.1016/j.elspec.2017.05.006']
KSnCl3,[0.91],['10.1016/j.rinp.2023.106212']
La2Ni7,"[7.0, 7.0]","['10.1016/j.jallcom.2018.05.299', '10.1016/j.jallcom.2018.05.299']"
La1.5Mg0.5Ni7,[2.0],['10.1016/j.jallcom.2018.05.299']
CuBiS2,[0.9],['10.1016/j.jallcom.2020.154621']
CuBiSe2,[0.9],['10.1016/j.jallcom.2020.154621']
Na3V2(PO4)3,"[1.58, 1.735]","['10.1016/j.electacta.2018.06.074', '10.1016/j.electacta.2018.06.074']"
TaInO4,"[2.6, 2.6, 3.75, 4.3]","['10.1016/S1010-6030(02)00074-6', '10.1016/S1010-6030(02)00074-6', '10.1016/j.optmat.2021.111781', '10.1016/j.optmat.2021.111781']"
Mn2Co11,[0.384],['10.1016/j.theochem.2010.05.008']
Zn7CuO8,[1.64],['10.1016/j.physe.2019.113702']
HC17,[0.13],['10.1016/j.jmgm.2010.03.009']
Ba2CdTe3,"[2.16, 2.16, 2.16, 2.56, 3.16]","['10.1016/j.jpcs.2021.110488', '10.1016/j.jpcs.2021.110488', '10.1016/j.jpcs.2021.110488', '10.1016/j.jpcs.2021.110488', '10.1016/j.jpcs.2021.110488']"
Ba2CdSe3,"[2.56, 2.56, 3.16]","['10.1016/j.jpcs.2021.110488', '10.1016/j.jpcs.2021.110488', '10.1016/j.jpcs.2021.110488']"
Cs2Pb(ICl)2,[2.39],['10.1016/j.physe.2020.114226']
BiTeBr,[0.595],['10.1016/j.jssc.2012.05.037']
BiTeI,[0.478],['10.1016/j.jssc.2012.05.037']
Co9S8,[3.36],['10.1016/j.apcatb.2022.122250']
Lu2MgS4,[2.96],['10.1016/j.mssp.2021.105766']
Lu2MgSe4,[2.49],['10.1016/j.mssp.2021.105766']
Ga2Mo2C,[1.87],['10.1016/j.jmrt.2021.06.079']
GaMo3C2,[1.96],['10.1016/j.jmrt.2021.06.079']
RbInS2,"[2.08, 2.1, 3.4, 3.48]","['10.1016/j.solidstatesciences.2017.12.007', '10.1016/j.solidstatesciences.2017.12.007', '10.1016/j.solidstatesciences.2017.12.007', '10.1016/j.solidstatesciences.2017.12.007']"
CsInS2,"[2.16, 3.56]","['10.1016/j.solidstatesciences.2017.12.007', '10.1016/j.solidstatesciences.2017.12.007']"
KInS2,[3.4],['10.1016/j.solidstatesciences.2017.12.007']
LiLaMgTeO6,[3.75],['10.1016/j.jallcom.2020.154905']
Zn15O16,[4.466],['10.1016/j.mseb.2020.114517']
KBr,[7.4],['10.1016/j.nimb.2020.05.003']
Ba(LaS2)2,"[2.03, 2.63, 2.63, 2.63, 2.63]","['10.1016/j.physb.2019.01.034', '10.1016/j.physb.2019.01.034', '10.1016/j.physb.2019.01.034', '10.1016/j.physb.2019.01.034', '10.1016/j.physb.2019.01.034']"
Ca(LaS2)2,"[2.12, 2.8, 2.8, 2.8, 2.8]","['10.1016/j.physb.2019.01.034', '10.1016/j.physb.2019.01.034', '10.1016/j.physb.2019.01.034', '10.1016/j.physb.2019.01.034', '10.1016/j.physb.2019.01.034']"
B2NO4,"[1.65, 1.65]","['10.1016/j.cocom.2023.e00787', '10.1016/j.cocom.2023.e00787']"
Al2NO4,"[1.94, 1.94]","['10.1016/j.cocom.2023.e00787', '10.1016/j.cocom.2023.e00787']"
RbRaF3,[4.18],['10.1016/j.heliyon.2023.e13687']
TiCo2Sn,"[0.482, 0.482, 1.43, 1.43]","['10.1016/j.matchemphys.2019.122122', '10.1016/j.matchemphys.2019.122122', '10.1016/j.matchemphys.2019.122122', '10.1016/j.matchemphys.2019.122122']"
Ga1Se0.561S0.439,[2.081],['10.1016/j.jallcom.2017.05.304']
YCrGaCo,"[0.215, 0.351, 0.415, 0.61]","['10.1016/j.jallcom.2019.152964', '10.1016/j.jallcom.2019.152964', '10.1016/j.jallcom.2019.152964', '10.1016/j.jallcom.2019.152964']"
YAlCrCo,"[0.215, 0.351, 0.4, 0.415, 0.61]","['10.1016/j.jallcom.2019.152964', '10.1016/j.jallcom.2019.152964', '10.1016/j.jallcom.2019.152964', '10.1016/j.jallcom.2019.152964', '10.1016/j.jallcom.2019.152964']"
Rb2InAgI6,[0.46],['10.1016/j.mtcomm.2022.105166']
C1S0.6N1,"[1.86, 2.55]","['10.1016/j.seppur.2022.121515', '10.1016/j.seppur.2022.121515']"
Y2CdS4,[0.92],['10.1016/j.physb.2018.06.006']
Y2CdSe4,[0.41],['10.1016/j.physb.2018.06.006']
Ag2O,[1.46],['10.1016/j.tsf.2019.137686']
K2AgSbCl6,"[2.3, 2.3]","['10.1016/j.mseb.2023.116338', '10.1016/j.mseb.2023.116338']"
K2AgSbBr6,"[1.51, 1.52]","['10.1016/j.mseb.2023.116338', '10.1016/j.mseb.2023.116338']"
Ta2SnO6,[2.73],['10.1016/j.apcatb.2014.12.021']
SiRh3,[1.0],['10.1016/j.jmmm.2014.10.161']
Cs2TiCl6,[2.23],['10.1016/j.jpcs.2020.109852']
RuBr3,[0.7],['10.1016/j.jmmm.2018.12.032']
RuI3,[0.32],['10.1016/j.jmmm.2018.12.032']
CsInO3,[2.12],['10.1016/j.mssp.2020.105064']
Na3IO,"[2.19, 3.39]","['10.1016/j.jmrt.2022.12.148', '10.1016/j.jmrt.2022.12.148']"
K3IO,"[2.19, 3.39]","['10.1016/j.jmrt.2022.12.148', '10.1016/j.jmrt.2022.12.148']"
Rb3IO,[1.69],['10.1016/j.jmrt.2022.12.148']
Cs2LiYBr6,[4.862],['10.1016/j.matchemphys.2020.123945']
Cs2LiYI6,[3.609],['10.1016/j.matchemphys.2020.123945']
LiYTe2,[2.28],['10.1016/j.jssc.2019.120954']
Gd2MgS4,[1.34],['10.1016/j.jpcs.2022.110719']
Tl4GeS3,[0.17],['10.1016/j.jmrt.2019.10.070']
Tl4GeSe3,"[0.085, 0.17]","['10.1016/j.jmrt.2019.10.070', '10.1016/j.jmrt.2019.10.070']"
BIO,[2.78],['10.1016/j.cej.2019.123236']
Li11Y,"[0.478, 0.503, 1.436]","['10.1016/j.cplett.2021.138884', '10.1016/j.cplett.2021.138884', '10.1016/j.cplett.2021.138884']"
Li9Y,"[0.443, 0.478, 0.503]","['10.1016/j.cplett.2021.138884', '10.1016/j.cplett.2021.138884', '10.1016/j.cplett.2021.138884']"
Li10Y,"[0.443, 0.503]","['10.1016/j.cplett.2021.138884', '10.1016/j.cplett.2021.138884']"
Li12Y,"[0.288, 0.478, 0.503]","['10.1016/j.cplett.2021.138884', '10.1016/j.cplett.2021.138884', '10.1016/j.cplett.2021.138884']"
Li13Y,"[0.288, 0.478, 0.503]","['10.1016/j.cplett.2021.138884', '10.1016/j.cplett.2021.138884', '10.1016/j.cplett.2021.138884']"
Mg(BeP)2,[1.12],['10.1016/j.ssc.2019.113667']
Mg(BeAs)2,[1.0],['10.1016/j.ssc.2019.113667']
BeAl4,[1.94],['10.1016/j.jmgm.2018.11.008']
Be3Al2,[2.08],['10.1016/j.jmgm.2018.11.008']
Ti(InBr3)2,[2.12],['10.1016/j.mtcomm.2021.102180']
La2MnFeO6,[0.7],['10.1016/j.colsurfa.2023.131145']
TiCoO2,"[2.12, 2.96]","['10.1016/j.ijhydene.2018.06.006', '10.1016/j.ijhydene.2018.06.006']"
TiNiO2,[2.15],['10.1016/j.ijhydene.2018.06.006']
TiVO2,[2.82],['10.1016/j.ijhydene.2018.06.006']
Cd0.5,"[1.87, 2.57]","['10.1016/j.jmst.2022.12.060', '10.1016/j.jmst.2022.12.060']"
Zn0.5Cd0.5S1,[1.87],['10.1016/j.jmst.2022.12.060']
TaS2,[1.8],['10.1016/j.mattod.2020.09.036']
CSN,[2.49],['10.1016/j.trac.2023.116977']
CdSnO3,"[1.14, 1.7, 3.0]","['10.1016/j.cplett.2009.09.035', '10.1016/j.cplett.2009.09.035', '10.1016/j.cplett.2009.09.035']"
CaSnO3,[2.9],['10.1016/j.cplett.2009.09.035']
CdGeO3,[1.67],['10.1016/j.cplett.2009.09.035']
AgBi,[1.93],['10.1016/j.mtener.2019.01.010']
VS2O,[4.4],['10.1016/j.nima.2005.12.242']
Na2GeSe3,[2.3],['10.1016/j.mssp.2022.107206']
Bi2W0.5,[2.24],['10.1016/j.apsusc.2020.146036']
RbRhF3,[4.2],['10.1016/j.jscs.2023.101627']
Cr(HC)12,[2.54],['10.1016/j.physleta.2010.11.048']
MnFeSb,[1.04],['10.1016/j.solidstatesciences.2020.106208']
CsGeI3,"[0.585, 0.66, 0.707, 1.6, 1.9, 2.2, 2.32]","['10.1016/j.mssp.2022.106488', '10.1016/j.mssp.2022.106488', '10.1016/j.mssp.2022.106488', '10.1016/j.mssp.2022.106488', '10.1016/j.mssp.2022.107017', '10.1016/j.mssp.2022.107017', '10.1016/j.mssp.2022.107017']"
CsGeI2Cl,[2.33],['10.1016/j.mssp.2022.106488']
HfSnS3,[1.85],['10.1016/j.solidstatesciences.2021.106608']
ZrSnS3,[1.74],['10.1016/j.solidstatesciences.2021.106608']
Sr2GeSe4,[2.86],['10.1016/j.mtcomm.2019.100785']
Mn3Sb,[0.043],['10.1016/j.jmmm.2011.12.037']
Pb0.75,[3.203],['10.1016/j.commatsci.2020.109816']
In0.88Ga0.12P1,[4.0],['10.1016/j.nimb.2022.07.004']
In0.97Ga0.03P1,[4.0],['10.1016/j.nimb.2022.07.004']
In0.94Ga0.06P1,[4.0],['10.1016/j.nimb.2022.07.004']
AgBiBr6,[1.94],['10.1016/j.inoche.2022.109395']
LiTlBr6,"[0.654, 0.654, 1.817]","['10.1016/j.mssp.2022.106993', '10.1016/j.mssp.2022.106993', '10.1016/j.mssp.2022.106993']"
NaTlBr6,"[0.573, 0.573, 1.827]","['10.1016/j.mssp.2022.106993', '10.1016/j.mssp.2022.106993', '10.1016/j.mssp.2022.106993']"
CrBr3,[2.1],['10.1016/S0370-1573(01)00018-7']
UAs,[2.0],['10.1016/0370-1573(80)90156-8']
USb,[1.6],['10.1016/0370-1573(80)90156-8']
LuVO4,"[2.3155, 2.3155]","['10.1016/j.cocom.2022.e00773', '10.1016/j.cocom.2022.e00773']"
SiC111,"[0.45, 1.74]","['10.1016/j.surfrep.2011.11.001', '10.1016/j.surfrep.2011.11.001']"
V4Fe2O13,[1.0],['10.1016/j.solener.2019.03.041']
AgCl,[3.25],['10.1016/j.jlumin.2013.05.033']
Al2CdS4,[2.1],['10.1016/j.mssp.2021.106098']
Al2CdTe4,[1.76],['10.1016/j.mssp.2021.106098']
ZrNCl,[0.8],['10.1016/S0921-4526(99)00882-0']
YP,"[1.75, 2.02]","['10.1016/j.nanoen.2020.105148', '10.1016/j.nanoen.2020.105148']"
PW,[3.53],['10.1016/j.nanoen.2020.105148']
GaAs4,"[1.21, 1.22, 1.22]","['10.1016/j.jallcom.2019.03.404', '10.1016/j.jallcom.2019.03.404', '10.1016/j.jallcom.2019.03.404']"
Ga4As,"[0.15, 1.21]","['10.1016/j.jallcom.2019.03.404', '10.1016/j.jallcom.2019.03.404']"
H36C47,[5.63],['10.1016/j.apsusc.2008.07.168']
H60C47,"[5.47, 5.63]","['10.1016/j.apsusc.2008.07.168', '10.1016/j.apsusc.2008.07.168']"
In2Se3,[1.585],['10.1016/j.commatsci.2021.110819']
CuAu,[0.46],['10.1016/j.mseb.2020.114786']
CoSe,[4.3],['10.1016/j.electacta.2021.138888']
Sn16O31,"[1.04, 4.0]","['10.1016/j.apsusc.2012.03.149', '10.1016/j.apsusc.2012.03.149']"
Ca4Sb2O,[0.74],['10.1016/j.jallcom.2006.02.046']
H7C37,"[0.39, 1.81]","['10.1016/j.cplett.2018.02.015', '10.1016/j.cplett.2018.02.015']"
LaNiSb,[0.542],['10.1016/j.cocom.2022.e00755']
LaNiBi,[0.51],['10.1016/j.cocom.2022.e00755']
Te2Pd,"[0.174, 1.53]","['10.1016/j.vacuum.2020.109859', '10.1016/j.vacuum.2020.109859']"
SiH2,[1.41],['10.1016/j.ssc.2009.06.022']
FeSe2,[0.37],['10.1016/j.spmi.2018.04.042']
FeTe2,[0.19],['10.1016/j.spmi.2018.04.042']
MgSn12,[2.0],['10.1016/j.cplett.2006.08.117']
LiZnPS4,[3.44],['10.1016/j.ssc.2020.114057']
BC8N,"[2.72, 2.76]","['10.1016/j.cplett.2004.01.115', '10.1016/j.cplett.2004.01.115']"
Ca2SnS4,"[2.32, 2.72]","['10.1016/j.jcrysgro.2015.10.032', '10.1016/j.jcrysgro.2015.10.032']"
BH4C2N,[3.43],['10.1016/j.physleta.2018.08.019']
GaBi,"[0.18, 0.632, 1.87]","['10.1016/j.physb.2010.02.034', '10.1016/j.ijleo.2017.01.059', '10.1016/j.ijleo.2017.01.059']"
CdCu2GeSe4,"[1.12, 1.2]","['10.1016/j.physb.2011.05.044', '10.1016/j.physb.2011.05.044']"
Zn(IrO2)2,"[0.416, 2.32, 2.53, 2.53, 2.91]","['10.1016/j.cjph.2019.02.024', '10.1016/j.cjph.2019.02.024', '10.1016/j.cjph.2019.02.024', '10.1016/j.cjph.2019.02.024', '10.1016/j.cjph.2019.02.024']"
Zn(CoO2)2,[0.773],['10.1016/j.cjph.2019.02.024']
Mn2O3,[5.5],['10.1016/S0925-8388(01)01343-3']
Sc2CoSi,[0.544],['10.1016/j.jallcom.2014.02.005']
NaTiO3,"[1.97, 2.2, 2.6]","['10.1016/j.ijleo.2014.04.092', '10.1016/j.ijleo.2014.04.092', '10.1016/j.ijleo.2014.04.092']"
TiBiO3,"[1.97, 2.2, 2.2, 2.6, 2.6]","['10.1016/j.ijleo.2014.04.092', '10.1016/j.ijleo.2014.04.092', '10.1016/j.ijleo.2014.04.092', '10.1016/j.ijleo.2014.04.092', '10.1016/j.ijleo.2014.04.092']"
Na0.5Ti1Bi0.5O3,"[2.2, 2.6]","['10.1016/j.ijleo.2014.04.092', '10.1016/j.ijleo.2014.04.092']"
LiB3O5,[9.5],['10.1016/j.commatsci.2016.07.007']
ZnIn2O4,"[1.817, 2.686]","['10.1016/j.solidstatesciences.2011.06.016', '10.1016/j.solidstatesciences.2011.06.016']"
ZnCu2SnS4,"[1.5, 2.43]","['10.1016/j.chemphys.2021.111418', '10.1016/j.commatsci.2015.05.028', '10.1016/j.commatsci.2015.05.028']"
LaCuSeO,[2.8],['10.1016/j.tsf.2005.08.268']
La2Cd(SeO)2,"[1.8, 2.9]","['10.1016/j.tsf.2005.08.268', '10.1016/j.tsf.2005.08.268']"
C59N,"[1.4, 1.8]","['10.1016/S0038-1098(01)00030-8', '10.1016/S0038-1098(01)00030-8']"
Y2CF2,"[0.69, 1.67, 1.67]","['10.1016/j.jallcom.2022.166198', '10.1016/j.jallcom.2022.166198', '10.1016/j.jallcom.2020.157982']"
Lu2CF2,"[1.42, 1.42]","['10.1016/j.jallcom.2022.166198', '10.1016/j.jallcom.2022.166198']"
InAgSe2,"[1.24, 1.24]","['10.1016/j.ssc.2014.08.015', '10.1016/j.cocom.2019.e00364']"
Zr2CoSn,[0.4],['10.1016/j.jmmm.2015.04.007']
Mn2CoSn,[0.25],['10.1016/j.jmmm.2015.04.007']
Ti2CoSn,[0.59],['10.1016/j.jmmm.2015.04.007']
Mg3AsN,[1.332],['10.1016/S0022-4596(03)00309-8']
Mg3SbN,[0.623],['10.1016/S0022-4596(03)00309-8']
Ge3As4,[0.28],['10.1016/j.commatsci.2010.01.016']
Sn0.5Sb0.5O2,[6.0],['10.1016/j.physb.2011.03.048']
AlH4,[4.8],['10.1016/j.jallcom.2003.11.154']
AlSe2,[2.82],['10.1016/j.jssc.2011.04.036']
Li3GaP2,"[1.26, 1.26]","['10.1016/j.solidstatesciences.2010.04.023', '10.1016/j.solidstatesciences.2010.04.023']"
ZnSiN2,[4.5],['10.1016/j.matchemphys.2022.126995']
ZnGeN2,"[3.1, 3.4]","['10.1016/j.matchemphys.2022.126995', '10.1016/j.physleta.2020.126670']"
CSI,[1.04],['10.1016/j.cocom.2019.e00364']
In0.03Ga0.97As0.99N0.01,[2.0],['10.1016/S0927-796X(00)00028-0']
PHN,"[0.4, 0.6]","['10.1016/j.cplett.2015.03.058', '10.1016/j.cplett.2015.03.058']"
PHC,[0.4],['10.1016/j.cplett.2015.03.058']
PH2C,"[1.0, 1.3]","['10.1016/j.cplett.2015.03.058', '10.1016/j.cplett.2015.03.058']"
Mg2Ge,"[0.32, 0.87]","['10.1016/j.jpcs.2021.110351', '10.1016/j.jpcs.2021.110351']"
Li3Bi,[0.07200000000000001],['10.1016/j.ssc.2011.06.019']
NiC19,"[5.44, 6.41]","['10.1016/j.materresbull.2017.09.036', '10.1016/j.materresbull.2017.09.036']"
CrC19,[3.15],['10.1016/j.materresbull.2017.09.036']
Al0.25Ga0.75N1,"[1.486, 2.151, 2.261, 2.263, 2.33]","['10.1016/j.commatsci.2014.12.025', '10.1016/j.commatsci.2014.12.025', '10.1016/j.commatsci.2014.12.025', '10.1016/j.commatsci.2014.12.025', '10.1016/j.apsusc.2013.01.198']"
SnGeH2,"[0.13, 0.83]","['10.1016/j.apsusc.2016.04.103', '10.1016/j.apsusc.2016.04.103']"
CaGe15Te16,[0.297],['10.1016/j.jallcom.2020.155989']
Na4BH10N3,"[2.366, 2.366, 3.585]","['10.1016/j.ijhydene.2022.12.338', '10.1016/j.ijhydene.2022.12.338', '10.1016/j.ijhydene.2022.12.338']"
Rb4BH10N3,"[1.714, 2.366]","['10.1016/j.ijhydene.2022.12.338', '10.1016/j.ijhydene.2022.12.338']"
Ho,[5.73],['10.1016/j.matchemphys.2023.127459']
YBF,"[5.73, 6.76, 8.62]","['10.1016/j.matchemphys.2023.127459', '10.1016/j.matchemphys.2023.127459', '10.1016/j.cjph.2020.03.028']"
Ge2Pt,[0.2],['10.1016/j.mseb.2020.114584']
GdThZr2O7,[1.477],['10.1016/j.actamat.2016.09.018']
Gd2Th0.5Zr1.5O7,[3.066],['10.1016/j.actamat.2016.09.018']
Gd2ThZrO7,"[2.715, 3.098]","['10.1016/j.actamat.2016.09.018', '10.1016/j.actamat.2016.09.018']"
Gd2Th1.5Zr0.5O7,[2.715],['10.1016/j.actamat.2016.09.018']
Gd2Th2O7,[0.958],['10.1016/j.actamat.2016.09.018']
Si12W,[1.96],['10.1016/j.commatsci.2004.10.012']
Ta3N5,[2.1],['10.1016/j.jssc.2012.10.029']
GeAsC3,[0.98],"['10.1016/j.physb.2022.414143', '10.1016/j.cocom.2022.e00687']"
MgCu2SiSe4,[0.881],['10.1016/j.comptc.2015.10.024']
ScInBr6,[0.74],['10.1016/j.micrna.2022.207370']
B23N22,[1.308],['10.1016/j.diamond.2004.11.038']
B8N7,[0.216],['10.1016/j.diamond.2004.11.038']
Ba2Cd2Sb3,[0.32],['10.1016/j.jallcom.2016.02.010']
Ba2Cd2As3,[0.49],['10.1016/j.jallcom.2016.02.010']
YCrCoSi,[0.35],['10.1016/j.cjph.2016.10.017']
YPb,[0.14],['10.1016/j.optmat.2007.09.001']
YSn,[0.29],['10.1016/j.optmat.2007.09.001']
SiBi2O5,"[2.775, 2.775]","['10.1016/j.cplett.2023.140323', '10.1016/j.cplett.2023.140323']"
Si3(BiO3)4,"[3.454, 3.997]","['10.1016/j.cplett.2023.140323', '10.1016/j.cplett.2023.140323']"
Si(Bi3O5)4,"[2.256, 2.256, 3.997, 3.997]","['10.1016/j.cplett.2023.140323', '10.1016/j.cplett.2023.140323', '10.1016/j.cplett.2023.140323', '10.1016/j.cplett.2023.140323']"
Sr2HfTe4,[0.79],['10.1016/j.xcrp.2021.100658']
Ca3Sn2S7,[0.96],['10.1016/j.xcrp.2021.100658']
TiMnSiRh,"[0.42, 0.6]","['10.1016/j.ssc.2023.115122', '10.1016/j.ssc.2023.115122']"
TiMnGeRh,[0.42],['10.1016/j.ssc.2023.115122']
ZrN6,"[1.461, 1.469, 2.458, 2.512]","['10.1016/j.commatsci.2023.112084', '10.1016/j.commatsci.2023.112084', '10.1016/j.commatsci.2023.112084', '10.1016/j.commatsci.2023.112084']"
HfN6,"[1.404, 2.458]","['10.1016/j.commatsci.2023.112084', '10.1016/j.commatsci.2023.112084']"
TiN6,[2.512],['10.1016/j.commatsci.2023.112084']
